동,단지명,단지일련번호,본번,부번,건축년도,매수자,해제사유발생일,해제여부,거래금액,계약일,계약월,계약년도,거래유형,중개사소재지,전용면적,층,지번,대지구분코드,토지임대부여부,등기일자,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명코드,도로명일련번호코드,도로명시군구코드,도로명지상지하코드,지역코드,매도자,법정동코드,법정동,거래구분,조회년월,계약일자,평형,평수,거래금액_만원,㎡당_만원,평당_만원
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"139,300",15,7,2009,,,84.93,11,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200907,2009-07-15,26,25.7,139300,1640.2,5422.1
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"265,500",27,7,2009,,,198.04,18,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200907,2009-07-27,60,59.9,265500,1340.6,4431.9
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"255,000",31,7,2009,,,198.04,8,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200907,2009-07-31,60,59.9,255000,1287.6,4256.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"140,000",7,8,2009,,,84.93,23,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200908,2009-08-07,26,25.7,140000,1648.4,5449.3
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"140,000",7,8,2009,,,84.93,23,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200908,2009-08-07,26,25.7,140000,1648.4,5449.3
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"139,000",27,8,2009,,,84.93,28,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200908,2009-08-27,26,25.7,139000,1636.6,5410.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"192,700",4,12,2009,,,117.12,23,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-04,35,35.4,192700,1645.3,5439.1
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"195,000",7,12,2009,,,115.65,25,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-07,35,35.0,195000,1686.1,5574.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"326,000",8,12,2009,,,222.76,24,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-08,67,67.4,326000,1463.5,4837.9
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"299,000",8,12,2009,,,222.76,11,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-08,67,67.4,299000,1342.3,4437.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"285,000",11,12,2009,,,198.04,19,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-11,60,59.9,285000,1439.1,4757.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"147,000",16,12,2009,,,84.93,22,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-16,26,25.7,147000,1730.8,5721.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"310,000",17,12,2009,,,222.76,18,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-17,67,67.4,310000,1391.6,4600.5
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"280,000",18,12,2009,,,222.15,11,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-18,67,67.2,280000,1260.4,4166.7
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"149,000",23,12,2009,,,84.93,12,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-23,26,25.7,149000,1754.4,5799.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"141,000",23,12,2009,,,84.93,24,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-23,26,25.7,141000,1660.2,5488.3
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"210,000",24,12,2009,,,136.65,24,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-24,41,41.3,210000,1536.8,5080.3
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"224,569",24,12,2009,,,198.04,15,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-24,60,59.9,224569,1134.0,3748.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"83,000",24,12,2009,,,59.96,2,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-24,18,18.1,83000,1384.3,4576.1
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"145,300",24,12,2009,,,84.93,20,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-24,26,25.7,145300,1710.8,5655.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"260,000",26,12,2009,,,169.31,11,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-26,51,51.2,260000,1535.6,5076.5
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"123,500",26,12,2009,,,84.85,14,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-26,26,25.7,123500,1455.5,4811.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"121,500",26,12,2009,,,84.93,5,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-26,26,25.7,121500,1430.6,4729.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"138,000",28,12,2009,,,84.93,12,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-28,26,25.7,138000,1624.9,5371.5
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"157,000",29,12,2009,,,135.92,7,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-29,41,41.1,157000,1155.1,3818.5
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"340,000",29,12,2009,,,222.76,23,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-29,67,67.4,340000,1526.3,5045.7
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"300,000",29,12,2009,,,222.76,8,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-29,67,67.4,300000,1346.7,4452.1
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"115,000",30,12,2009,,,84.93,8,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,200912,2009-12-30,26,25.7,115000,1354.1,4476.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"295,000",2,1,2010,,,198.04,23,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-02,60,59.9,295000,1489.6,4924.3
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"207,000",4,1,2010,,,135.92,2,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-04,41,41.1,207000,1523.0,5034.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"203,000",5,1,2010,,,115.65,21,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-05,35,35.0,203000,1755.3,5802.7
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"94,000",6,1,2010,,,59.89,22,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-06,18,18.1,94000,1569.5,5188.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"95,000",7,1,2010,,,59.89,25,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-07,18,18.1,95000,1586.2,5243.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"89,000",8,1,2010,,,59.96,26,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-08,18,18.1,89000,1484.3,4906.9
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"84,000",8,1,2010,,,59.96,12,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-08,18,18.1,84000,1400.9,4631.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"78,000",8,1,2010,,,59.96,3,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-08,18,18.1,78000,1300.9,4300.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"92,000",8,1,2010,,,59.96,10,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-08,18,18.1,92000,1534.4,5072.3
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"245,000",11,1,2010,,,135.92,4,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-11,41,41.1,245000,1802.5,5958.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"275,000",11,1,2010,,,198.04,15,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-11,60,59.9,275000,1388.6,4590.5
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"93,000",14,1,2010,,,59.96,2,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-14,18,18.1,93000,1551.0,5127.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"290,000",18,1,2010,,,168.65,25,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-18,51,51.0,290000,1719.5,5684.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"150,800",18,1,2010,,,84.93,17,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-18,26,25.7,150800,1775.6,5869.7
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"83,000",19,1,2010,,,59.96,7,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-19,18,18.1,83000,1384.3,4576.1
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"201,500",21,1,2010,,,115.65,19,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-21,35,35.0,201500,1742.3,5759.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"250,000",21,1,2010,,,135.92,15,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-21,41,41.1,250000,1839.3,6080.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"325,000",24,1,2010,,,222.76,17,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-24,67,67.4,325000,1459.0,4823.1
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"89,500",25,1,2010,,,59.89,29,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-25,18,18.1,89500,1494.4,4940.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"310,000",27,1,2010,,,222.76,16,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-27,67,67.4,310000,1391.6,4600.5
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"120,000",28,1,2010,,,84.93,6,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201001,2010-01-28,26,25.7,120000,1412.9,4670.9
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"244,000",1,2,2010,,,222.76,14,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201002,2010-02-01,67,67.4,244000,1095.3,3621.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"246,600",2,2,2010,,,222.76,18,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201002,2010-02-02,67,67.4,246600,1107.0,3659.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"325,000",8,2,2010,,,222.76,18,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201002,2010-02-08,67,67.4,325000,1459.0,4823.1
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"94,500",8,2,2010,,,59.89,9,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201002,2010-02-08,18,18.1,94500,1577.9,5216.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"94,400",11,2,2010,,,59.96,11,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201002,2010-02-11,18,18.1,94400,1574.4,5204.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"305,000",26,2,2010,,,168.65,5,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201002,2010-02-26,51,51.0,305000,1808.5,5978.5
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"95,500",2,3,2010,,,59.89,24,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201003,2010-03-02,18,18.1,95500,1594.6,5271.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"97,000",2,3,2010,,,59.96,14,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201003,2010-03-02,18,18.1,97000,1617.7,5347.9
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"289,000",6,3,2010,,,198.04,5,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201003,2010-03-06,60,59.9,289000,1459.3,4824.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"135,000",11,3,2010,,,84.85,18,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201003,2010-03-11,26,25.7,135000,1591.0,5259.7
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"184,000",28,5,2010,,,115.65,10,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201005,2010-05-28,35,35.0,184000,1591.0,5259.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"150,500",28,5,2010,,,84.93,13,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201005,2010-05-28,26,25.7,150500,1772.0,5858.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"265,000",1,6,2010,,,168.65,19,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201006,2010-06-01,51,51.0,265000,1571.3,5194.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"96,000",4,7,2010,,,59.96,29,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201007,2010-07-04,18,18.1,96000,1601.1,5292.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"195,000",9,7,2010,,,117.12,10,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201007,2010-07-09,35,35.4,195000,1665.0,5504.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"263,000",10,7,2010,,,135.92,25,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201007,2010-07-10,41,41.1,263000,1935.0,6396.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"240,000",15,7,2010,,,136.65,15,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201007,2010-07-15,41,41.3,240000,1756.3,5806.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"155,000",30,7,2010,,,84.93,16,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201007,2010-07-30,26,25.7,155000,1825.0,6033.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"157,000",4,8,2010,,,84.93,21,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201008,2010-08-04,26,25.7,157000,1848.6,6111.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"96,000",7,8,2010,,,59.96,17,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201008,2010-08-07,18,18.1,96000,1601.1,5292.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"251,000",26,8,2010,,,135.92,25,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201008,2010-08-26,41,41.1,251000,1846.7,6104.7
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"95,300",18,9,2010,,,59.96,20,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201009,2010-09-18,18,18.1,95300,1589.4,5254.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"270,000",27,9,2010,,,198.04,24,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201009,2010-09-27,60,59.9,270000,1363.4,4507.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"88,000",19,10,2010,,,59.98,23,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201010,2010-10-19,18,18.1,88000,1467.2,4850.1
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"201,000",20,10,2010,,,115.65,17,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201010,2010-10-20,35,35.0,201000,1738.0,5745.5
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"219,000",22,10,2010,,,169.31,2,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201010,2010-10-22,51,51.2,219000,1293.5,4276.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"97,000",4,11,2010,,,59.96,30,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201011,2010-11-04,18,18.1,97000,1617.7,5347.9
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"328,000",6,11,2010,,,198.04,11,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201011,2010-11-06,60,59.9,328000,1656.2,5475.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"328,000",7,11,2010,,,198.04,11,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201011,2010-11-07,60,59.9,328000,1656.2,5475.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"135,000",9,11,2010,,,84.93,14,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201011,2010-11-09,26,25.7,135000,1589.5,5254.7
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"247,000",13,11,2010,,,168.65,6,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201011,2010-11-13,51,51.0,247000,1464.6,4841.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"77,400",19,11,2010,,,59.89,30,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201011,2010-11-19,18,18.1,77400,1292.4,4272.3
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"310,000",29,11,2010,,,169.31,10,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201011,2010-11-29,51,51.2,310000,1831.0,6052.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"160,000",29,11,2010,,,84.93,10,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201011,2010-11-29,26,25.7,160000,1883.9,6227.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"217,000",3,12,2010,,,135.92,4,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-03,41,41.1,217000,1596.5,5277.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"319,000",3,12,2010,,,198.04,5,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-03,60,59.9,319000,1610.8,5324.9
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"201,700",7,12,2010,,,115.65,14,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-07,35,35.0,201700,1744.1,5765.5
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"145,000",8,12,2010,,,84.93,8,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-08,26,25.7,145000,1707.3,5644.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"313,000",10,12,2010,,,222.76,10,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-10,67,67.4,313000,1405.1,4645.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"96,700",11,12,2010,,,59.89,14,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-11,18,18.1,96700,1614.6,5337.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"251,200",13,12,2010,,,222.76,1,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-13,67,67.4,251200,1127.7,3727.9
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"260,600",13,12,2010,,,222.76,2,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-13,67,67.4,260600,1169.9,3867.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"91,580",15,12,2010,,,59.96,25,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-15,18,18.1,91580,1527.4,5049.1
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"155,000",15,12,2010,,,84.93,16,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-15,26,25.7,155000,1825.0,6033.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"270,000",17,12,2010,,,169.31,8,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-17,51,51.2,270000,1594.7,5271.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"159,000",17,12,2010,,,84.93,15,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-17,26,25.7,159000,1872.1,6188.9
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"95,000",27,12,2010,,,59.89,12,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-27,18,18.1,95000,1586.2,5243.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"95,500",27,12,2010,,,59.96,21,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-27,18,18.1,95500,1592.7,5265.2
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"300,000",29,12,2010,,,222.76,2,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-29,67,67.4,300000,1346.7,4452.1
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"94,800",29,12,2010,,,59.89,28,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-29,18,18.1,94800,1582.9,5232.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"152,000",30,12,2010,,,84.93,19,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201012,2010-12-30,26,25.7,152000,1789.7,5916.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"145,000",7,1,2011,,,84.93,7,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201101,2011-01-07,26,25.7,145000,1707.3,5644.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"96,500",26,1,2011,,,59.96,16,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201101,2011-01-26,18,18.1,96500,1609.4,5320.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"275,000",27,1,2011,,,168.65,18,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201101,2011-01-27,51,51.0,275000,1630.6,5390.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"167,000",7,2,2011,,,84.93,9,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201102,2011-02-07,26,25.7,167000,1966.3,6500.3
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"145,000",25,2,2011,,,84.93,13,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201102,2011-02-25,26,25.7,145000,1707.3,5644.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"145,000",5,3,2011,,,84.93,17,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201103,2011-03-05,26,25.7,145000,1707.3,5644.0
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"98,000",7,3,2011,,,59.89,23,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201103,2011-03-07,18,18.1,98000,1636.3,5409.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"313,000",8,3,2011,,,198.04,11,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201103,2011-03-08,60,59.9,313000,1580.5,5224.8
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"150,000",8,3,2011,,,84.93,9,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201103,2011-03-08,26,25.7,150000,1766.2,5838.6
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"94,100",15,3,2011,,,59.98,10,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201103,2011-03-15,18,18.1,94100,1568.9,5186.3
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"210,000",22,3,2011,,,117.12,7,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201103,2011-03-22,35,35.4,210000,1793.0,5927.4
,래미안퍼스티지,11650-3559,0018,0001,2009,,,,"258,000",28,3,2011,,,198.22,19,18-1,1,N,,반포대로,00275,00000,2121003,02,11650,0,11650,,10700,반포동,매매,201103,2011-03-28,60,60.0,258000,1301.6,4302.8
